docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S1873506114000075-1242	1	Quantity	-1	-1	T1-1	约78 ± 0.6%	{'mods': ['IsApproximate', 'HasTolerance'], 'unit': '%'}
S1873506114000075-1242	1	MeasuredProperty	-1	-1	T3-1	D5 Sox 17呈阳性	{'HasQuantity': 'T1-1'}
S1873506114000075-1242	1	MeasuredEntity	1	3	T2-1	细胞	{'HasProperty': 'T3-1'}
S1873506114000075-1242	2	Quantity	-1	-1	T1-2	约88 ± 1.1%	{'mods': ['IsApproximate', 'HasTolerance'], 'unit': '%'}
S1873506114000075-1242	2	MeasuredProperty	-1	-1	T3-2	D13 AFP阳性	{'HasQuantity': 'T1-2'}
S1873506114000075-1242	2	MeasuredEntity	1	3	T2-2	细胞	{'HasProperty': 'T3-2'}
S1873506114000075-1242	3	Quantity	-1	-1	T1-3	约29 ± 0.9%	{'mods': ['IsApproximate', 'HasTolerance'], 'unit': '%'}
S1873506114000075-1242	3	MeasuredProperty	-1	-1	T3-3	D20时白蛋白阳性	{'HasQuantity': 'T1-3'}
S1873506114000075-1242	3	MeasuredEntity	1	3	T2-3	细胞	{'HasProperty': 'T3-3'}
S1873506114000075-1242	4	Quantity	-1	-1	T1-4	约20 μg/ml	{'mods': ['IsApproximate'], 'unit': 'μg/ml'}
S1873506114000075-1242	4	MeasuredEntity	399	404	T2-4	白蛋白分泌	{'HasQuantity': 'T1-4'}
