docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0167577X14001256-517	1	Quantity	-1	-1	T1-1	0.5-0.6 nJ	{'mods': ['IsRange'], 'unit': 'nJ'}
S0167577X14001256-517	1	MeasuredProperty	116	120	T3-1	激光能量	{'HasQuantity': 'T1-1'}
S0167577X14001256-517	1	MeasuredEntity	-1	-1	T2-1	3DAB观察条件	{'HasProperty': 'T3-1'}
S0167577X14001256-517	2	Quantity	138	145	T1-2	250 kHz	{'unit': 'kHz'}
S0167577X14001256-517	2	MeasuredProperty	-1	-1	T3-2	激光脉冲重复率	{'HasQuantity': 'T1-2'}
S0167577X14001256-517	2	MeasuredEntity	-1	-1	T2-2	3DAB观察条件	{'HasProperty': 'T3-2'}
S0167577X14001256-517	3	Quantity	-1	-1	T1-3	4-7 kV	{'mods': ['IsRange'], 'unit': 'kV'}
S0167577X14001256-517	3	MeasuredProperty	-1	-1	T2-3	DC偏置电压	{'HasQuantity': 'T1-3'}
S0167577X14001256-517	3	MeasuredEntity	-1	-1	T3-3	3DAB观察条件	{'HasProperty': 'T2-3'}
S0167577X14001256-517	4	Quantity	-1	-1	T1-4	55 K。	{'unit': 'K'}
S0167577X14001256-517	4	MeasuredProperty	-1	-1	T2-4	试件温度	{'HasQuantity': 'T1-4'}
S0167577X14001256-517	4	MeasuredEntity	-1	-1	T3-4	3DAB观察条件	{'HasProperty': 'T2-4'}
S0167577X14001256-517	5	Quantity	181	185	T1-5	0.4%	{'unit': '%'}
S0167577X14001256-517	5	MeasuredEntity	-1	-1	T4-5	恒定蒸发率	{'HasQuantity': 'T1-5'}
S0167577X14001256-517	5	Qualifier	-1	-1	T6-5	激光脉冲的恒定能量	{'Qualifies': 'T4-5'}
S0167577X14001256-517	6	Quantity	-1	-1	T1-6	2-4电压范围	{'mods': ['IsRange'], 'unit': 'kV'}
S0167577X14001256-517	6	MeasuredProperty	-1	-1	T2-6	DC电压	{'HasQuantity': 'T1-6'}
S0167577X14001256-517	6	MeasuredEntity	-1	-1	T3-6	3DAB观察	{'HasProperty': 'T2-6'}
