docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0012821X12004384-1249	1	Quantity	-1	-1	T2-1	北纬57° 44 ' 8.47 '北纬1°50 ' 26.59 '	
S0012821X12004384-1249	1	MeasuredEntity	-1	-1	T1-1	钻孔22/10a-4	{'HasQuantity': 'T2-1'}
S0012821X12004384-1249	2	Quantity	-1	-1	T11-2	从2605 m到2634 m	{'mods': ['IsRange'], 'unit': 'm'}
S0012821X12004384-1249	2	MeasuredProperty	-1	-1	T21-2	核心件深度	{'HasQuantity': 'T11-2'}
S0012821X12004384-1249	2	MeasuredEntity	-1	-1	T41-2	22/10a-4部分	{'HasProperty': 'T21-2'}
S0012821X12004384-1249	3	Quantity	-1	-1	T32-3	2609-2613 m	{'mods': ['IsRange'], 'unit': 'm'}
S0012821X12004384-1249	3	MeasuredProperty	-1	-1	T62-3	变得细密层压	{'HasQuantity': 'T32-3'}
S0012821X12004384-1249	3	MeasuredEntity	-1	-1	T52-3	粘土石	{'HasProperty': 'T62-3'}
S0012821X12004384-1249	4	Quantity	-1	-1	T93-4	每毫米1至25个	{'mods': ['IsRange'], 'unit': 'mm'}
S0012821X12004384-1249	4	MeasuredEntity	-1	-1	T83-4	交替浅色和深色的薄片对联	{'HasQuantity': 'T93-4'}
S0012821X12004384-1249	5	Quantity	-1	-1	T1-5	26地平线	{'unit': 'horizons'}
S0012821X12004384-1249	5	MeasuredEntity	318	320	T3-5	核心	{'HasQuantity': 'T1-5'}
S0012821X12004384-1249	6	Quantity	-1	-1	T1-6	每毫米约13对	{'mods': ['IsApproximate'], 'unit': 'pairs per mm'}
S0012821X12004384-1249	6	MeasuredEntity	-1	-1	T3-6	椎板	{'HasQuantity': 'T1-6'}
