docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0032386113005454-2055	1	Quantity	65	69	T1-1	1 Hz	{'unit': 'Hz'}
S0032386113005454-2055	1	MeasuredEntity	-1	-1	T2-1	双臂模式	{'HasQuantity': 'T1-1'}
S0032386113005454-2055	2	Quantity	-1	-1	T1-2	60 x 10 x 3 mm3	{'unit': 'mm3'}
S0032386113005454-2055	2	MeasuredProperty	-1	-1	T3-2	大小	{'HasQuantity': 'T1-2'}
S0032386113005454-2055	2	MeasuredEntity	-1	-1	T2-2	试样	{'HasProperty': 'T3-2'}
S0032386113005454-2055	3	Quantity	-1	-1	T1-3	-100 °C至200 °C	{'mods': ['IsRange'], 'unit': '°C'}
S0032386113005454-2055	3	MeasuredEntity	97	101	T2-3	温度范围	{'HasQuantity': 'T1-3'}
S0032386113005454-2055	4	Quantity	-1	-1	T1-4	4 °C/分钟	{'unit': '°C/min'}
S0032386113005454-2055	4	MeasuredEntity	-1	-1	T2-4	加热速率	{'HasQuantity': 'T1-4'}
S0032386113005454-2055	5	Quantity	237	239	T1-5	室温	
S0032386113005454-2055	5	MeasuredEntity	202	204	T2-5	环氧	{'HasQuantity': 'T1-5'}
S0032386113005454-2055	6	Quantity	262	267	T1-6	0.725	
S0032386113005454-2055	6	MeasuredEntity	-1	-1	T2-6	前沿因素	{'HasQuantity': 'T1-6'}
S0032386113005454-2055	7	Quantity	237	239	T1-7	室温	
S0032386113005454-2055	7	MeasuredEntity	202	204	T2-7	环氧	{'HasQuantity': 'T1-7'}
S0032386113005454-2055	8	Quantity	-1	-1	T1-8	1.20 g/m3	{'unit': 'g/m3'}
S0032386113005454-2055	8	MeasuredProperty	207	209	T4-8	密度	{'HasQuantity': 'T1-8'}
S0032386113005454-2055	8	MeasuredEntity	202	204	T3-8	环氧	{'HasProperty': 'T4-8'}
S0032386113005454-2055	8	Qualifier	236	242	T5-8	在室温下测量	{'Qualifies': 'T4-8'}
S0032386113005454-2055	9	Quantity	-1	-1	T1-9	20 °C	{'unit': '°C'}
S0032386113005454-2055	9	MeasuredEntity	237	239	T2-9	室温	{'HasQuantity': 'T1-9'}
S0032386113005454-2055	9	Qualifier	-1	-1	T4-9	根据BS ISO 1183-1方法A	{'Qualifies': 'T2-9'}
