docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S016412121300188X-4392	1	Quantity	34	38	T1-1	1.00	
S016412121300188X-4392	1	MeasuredProperty	16	18	T2-1	精度	{'HasQuantity': 'T1-1'}
S016412121300188X-4392	1	MeasuredEntity	-1	-1	T3-1	散列函数	{'HasProperty': 'T2-1'}
S016412121300188X-4392	2	Quantity	54	58	T1-2	100%	{'unit': '%'}
S016412121300188X-4392	2	MeasuredProperty	6	8	T4-2	准确	{'HasQuantity': 'T1-2'}
S016412121300188X-4392	2	MeasuredEntity	-1	-1	T3-2	散列函数	{'HasProperty': 'T4-2'}
S016412121300188X-4392	3	Quantity	83	85	T1-3	1/	
S016412121300188X-4392	3	MeasuredProperty	16	18	T2-3	精度	{'HasQuantity': 'T1-3'}
S016412121300188X-4392	3	MeasuredEntity	-1	-1	T3-3	散列函数	{'HasProperty': 'T2-3'}
S016412121300188X-4392	4	Quantity	34	35	T1-4	1	
S016412121300188X-4392	4	MeasuredEntity	-1	-1	T2-4	呃	{'HasQuantity': 'T1-4'}
