docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S2213671113001306-1520	1	Quantity	87	90	T1-1	30度	{'unit': 'degrees'}
S2213671113001306-1520	1	MeasuredProperty	90	94	T4-1	视野设置	{'HasQuantity': 'T1-1'}
S2213671113001306-1520	1	MeasuredEntity	0	10	T5-1	Spectralis	{'HasProperty': 'T4-1'}
S2213671113001306-1520	2	Quantity	127	132	T1-2	60 μm	{'unit': 'μm'}
S2213671113001306-1520	2	MeasuredProperty	124	126	T5-2	距离	{'HasQuantity': 'T1-2'}
S2213671113001306-1520	2	MeasuredEntity	19	21	T3-2	扫描	{'HasProperty': 'T5-2'}
S2213671113001306-1520	3	Quantity	138	146	T1-3	20 x 20度	{'mods': ['IsList'], 'unit': 'degrees'}
S2213671113001306-1520	3	MeasuredProperty	90	92	T2-3	视野	{'HasQuantity': 'T1-3'}
S2213671113001306-1520	3	MeasuredEntity	-1	-1	T3-3	装置	{'HasProperty': 'T2-3'}
S2213671113001306-1520	3	Qualifier	149	156	T5-3	以植入物为中心	{'Qualifies': 'T2-3'}
S2213671113001306-1520	4	Quantity	199	205	T1-4	4.2 mm	{'unit': 'mm'}
S2213671113001306-1520	4	MeasuredProperty	188	194	T4-4	角膜弯曲设置	{'HasQuantity': 'T1-4'}
S2213671113001306-1520	4	MeasuredEntity	76	87	T2-4	Spectralis的	{'HasProperty': 'T4-4'}
S2213671113001306-1520	5	Quantity	87	90	T1-5	30度	
S2213671113001306-1520	5	MeasuredProperty	90	92	T3-5	视野	{'HasQuantity': 'T1-5'}
S2213671113001306-1520	5	MeasuredEntity	-1	-1	T2-5	装置	{'HasProperty': 'T3-5'}
S2213671113001306-1520	5	Qualifier	210	215	T4-5	HRA模式	{'Qualifies': 'T2-5'}
