docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0927024813002420-975	1	Quantity	133	138	T1-1	99.9%	{'unit': '%'}
S0927024813002420-975	1	MeasuredProperty	131	132	T3-1	纯	{'HasQuantity': 'T1-1'}
S0927024813002420-975	1	MeasuredEntity	127	130	T4-1	C60	{'HasProperty': 'T3-1'}
S0927024813002420-975	2	Quantity	183	189	T1-2	7.5-80	
S0927024813002420-975	2	MeasuredEntity	214	218	T3-2	直流电源	{'HasQuantity': 'T1-2'}
S0927024813002420-975	3	Quantity	-1	-1	T1-3	8–300	
S0927024813002420-975	3	MeasuredEntity	214	218	T2-3	直流电源	{'HasQuantity': 'T1-3'}
S0927024813002420-975	4	Quantity	-1	-1	T1-4	1 x 10 - 5托	{'mods': ['IsApproximate'], 'unit': 'Torr'}
S0927024813002420-975	4	MeasuredProperty	226	228	T4-4	真空	{'HasQuantity': 'T1-4'}
S0927024813002420-975	4	MeasuredEntity	221	223	T3-4	蒸发	{'HasProperty': 'T4-4'}
S0927024813002420-975	5	Quantity	-1	-1	T1-5	300±15 °C	{'mods': ['HasTolerance'], 'unit': '°C'}
S0927024813002420-975	5	MeasuredProperty	246	248	T3-5	温度	{'HasQuantity': 'T1-5'}
S0927024813002420-975	5	MeasuredEntity	221	223	T4-5	蒸发	{'HasProperty': 'T3-5'}
S0927024813002420-975	6	Quantity	-1	-1	T1-6	0.5-5	{'mods': ['IsApproximate', 'IsRange'], 'unit': 'Å/s'}
S0927024813002420-975	6	MeasuredProperty	269	270	T4-6	率	{'HasQuantity': 'T1-6'}
S0927024813002420-975	6	MeasuredEntity	-1	-1	T3-6	PTh和C60沉积	{'HasProperty': 'T4-6'}
S0927024813002420-975	7	Quantity	299	304	T1-7	1.5-3	{'mods': ['IsApproximate', 'IsMean'], 'unit': 'Å/s'}
S0927024813002420-975	7	MeasuredProperty	-1	-1	T3-7	平均总费率	{'HasQuantity': 'T1-7'}
S0927024813002420-975	7	MeasuredEntity	-1	-1	T5-7	PTh和C60沉积	{'HasProperty': 'T3-7'}
S0927024813002420-975	8	Quantity	-1	-1	T1-8	20-25个单体单元	{'mods': ['IsRange'], 'unit': 'monomer units'}
S0927024813002420-975	8	MeasuredProperty	-1	-1	T3-8	有效结合长度	{'HasQuantity': 'T1-8'}
S0927024813002420-975	8	MeasuredEntity	-1	-1	T4-8	PTH	{'HasProperty': 'T3-8'}
S0927024813002420-975	9	Quantity	405	411	T1-9	2.0 eV	{'mods': ['IsApproximate'], 'unit': 'eV'}
S0927024813002420-975	9	MeasuredProperty	-1	-1	T3-9	Eg	{'HasQuantity': 'T1-9'}
S0927024813002420-975	9	MeasuredEntity	-1	-1	T4-9	PTH	{'HasProperty': 'T3-9'}
S0927024813002420-975	10	Quantity	-1	-1	T1-10	~1500-2000克摩尔-1	{'mods': ['IsApproximate', 'IsRange'], 'unit': 'g mol−1'}
S0927024813002420-975	10	MeasuredProperty	416	418	T3-10	MW	{'HasQuantity': 'T1-10'}
S0927024813002420-975	10	MeasuredEntity	-1	-1	T4-10	PTH	{'HasProperty': 'T3-10'}
