docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S016412121300188X-4640	1	Quantity	7	8	T1-1	一	{'mods': ['IsCount']}
S016412121300188X-4640	1	MeasuredEntity	-1	-1	T2-1	连贯团	{'HasQuantity': 'T1-1'}
S016412121300188X-4640	2	Quantity	23	28	T1-2	52.1%	{'unit': '%'}
S016412121300188X-4640	2	MeasuredProperty	-1	-1	T4-2	连贯团	{'HasQuantity': 'T1-2'}
S016412121300188X-4640	2	MeasuredEntity	-1	-1	T3-2	程序的顶点	{'HasProperty': 'T4-2'}
S016412121300188X-4640	3	Quantity	45	47	T1-3	54	{'mods': ['IsCount']}
S016412121300188X-4640	3	MeasuredEntity	69	71	T2-3	功能	{'HasQuantity': 'T1-3'}
S016412121300188X-4640	4	Quantity	38	39	T1-4	7	{'mods': ['IsCount']}
S016412121300188X-4640	4	MeasuredEntity	40	43	T2-4	源文件	{'HasQuantity': 'T1-4'}
S016412121300188X-4640	5	Quantity	45	47	T1-5	54	{'mods': ['IsCount']}
S016412121300188X-4640	5	MeasuredEntity	69	71	T2-5	功能	{'HasQuantity': 'T1-5'}
S016412121300188X-4640	6	Quantity	81	83	T1-6	26	{'mods': ['IsCount']}
S016412121300188X-4640	6	MeasuredEntity	69	71	T2-6	功能	{'HasQuantity': 'T1-6'}
S016412121300188X-4640	7	Quantity	81	83	T1-7	26	{'mods': ['IsCount']}
S016412121300188X-4640	7	MeasuredEntity	69	71	T2-7	功能	{'HasQuantity': 'T1-7'}
