docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0019103513005058-4158	1	Quantity	202	205	T1-1	1/e	
S0019103513005058-4158	2	Quantity	-1	-1	T1-2	0.51-0.85 m。	{'mods': ['IsRange'], 'unit': 'm'}
S0019103513005058-4158	2	MeasuredProperty	-1	-1	T3-2	1/e混合深度	{'HasQuantity': 'T1-2'}
S0019103513005058-4158	2	MeasuredEntity	-1	-1	T2-2	撞击物搅动了火星上的土壤	{'HasProperty': 'T3-2'}
S0019103513005058-4158	3	Quantity	226	227	T1-3	三	{'mods': ['IsCount']}
S0019103513005058-4158	3	MeasuredEntity	228	233	T2-3	e折叠深度	{'HasQuantity': 'T1-3'}
S0019103513005058-4158	4	Quantity	-1	-1	T1-4	1.5-2.6 m	{'mods': ['IsRange'], 'unit': 'm'}
S0019103513005058-4158	4	MeasuredProperty	149	151	T4-4	深度	{'HasQuantity': 'T1-4'}
S0019103513005058-4158	4	MeasuredEntity	-1	-1	T3-4	三个e折叠深度	{'HasProperty': 'T4-4'}
S0019103513005058-4158	5	Quantity	-1	-1	T1-5	2 m。	{'mods': ['IsMean', 'IsApproximate'], 'unit': 'm'}
S0019103513005058-4158	5	MeasuredProperty	149	151	T3-5	深度	{'HasQuantity': 'T1-5'}
S0019103513005058-4158	5	MeasuredEntity	-1	-1	T2-5	三个e折叠深度	{'HasProperty': 'T3-5'}
S0019103513005058-4158	5	Qualifier	-1	-1	T4-5	是说	{'Qualifies': 'T1-5'}
S0019103513005058-4158	6	Quantity	-1	-1	T1-6	1克厘米-3	{'unit': 'g cm−3'}
S0019103513005058-4158	6	MeasuredProperty	265	267	T4-6	密度	{'HasQuantity': 'T1-6'}
S0019103513005058-4158	6	MeasuredEntity	19	21	T3-6	土壤	{'HasProperty': 'T4-6'}
