docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0165587612003680-998	1	Quantity	32	33	T1-1	两	{'mods': ['IsCount']}
S0165587612003680-998	1	MeasuredEntity	12	14	T2-1	耳朵	{'HasQuantity': 'T1-1'}
S0165587612003680-998	2	Quantity	43	46	T1-2	至少一	{'mods': ['IsCount', 'IsRange']}
S0165587612003680-998	2	MeasuredEntity	12	14	T2-2	耳朵	{'HasQuantity': 'T1-2'}
S0165587612003680-998	2	Qualifier	49	56	T3-2	培养/共焦阳性	{'Qualifies': 'T2-2'}
S0165587612003680-998	3	Quantity	43	46	T1-3	至少一	{'mods': ['IsCount', 'IsRange']}
S0165587612003680-998	3	MeasuredEntity	12	14	T2-3	耳朵	{'HasQuantity': 'T1-3'}
S0165587612003680-998	3	Qualifier	63	68	T3-3	含有生物膜	{'Qualifies': 'T2-3'}
S0165587612003680-998	4	Quantity	108	113	T1-4	54.3%	{'unit': '%'}
S0165587612003680-998	4	MeasuredProperty	82	86	T2-4	培养阳性	{'HasQuantity': 'T1-4'}
S0165587612003680-998	4	MeasuredEntity	20	22	T3-4	儿童	{'HasProperty': 'T2-4'}
S0165587612003680-998	5	Quantity	114	119	T1-5	14.3%	{'unit': '%'}
S0165587612003680-998	5	MeasuredProperty	82	86	T3-5	培养阳性	{'HasQuantity': 'T1-5'}
S0165587612003680-998	5	MeasuredEntity	-1	-1	T2-5	成年人	{'HasProperty': 'T3-5'}
S0165587612003680-998	6	Quantity	120	125	T1-6	82.9%	{'unit': '%'}
S0165587612003680-998	6	MeasuredProperty	52	56	T4-6	共焦阳性	{'HasQuantity': 'T1-6'}
S0165587612003680-998	6	MeasuredEntity	20	22	T2-6	儿童	{'HasProperty': 'T4-6'}
S0165587612003680-998	7	Quantity	126	131	T1-7	57.1%	{'unit': '%'}
S0165587612003680-998	7	MeasuredProperty	52	56	T5-7	共焦阳性	{'HasQuantity': 'T1-7'}
S0165587612003680-998	7	MeasuredEntity	-1	-1	T3-7	成年人	{'HasProperty': 'T5-7'}
S0165587612003680-998	8	Quantity	132	137	T1-8	67.9%	{'unit': '%'}
S0165587612003680-998	8	MeasuredProperty	65	68	T3-8	生物膜	{'HasQuantity': 'T1-8'}
S0165587612003680-998	8	MeasuredEntity	20	22	T2-8	儿童	{'HasProperty': 'T3-8'}
S0165587612003680-998	9	Quantity	138	140	T1-9	0%	{'unit': '%'}
S0165587612003680-998	9	MeasuredProperty	65	68	T3-9	生物膜	{'HasQuantity': 'T1-9'}
S0165587612003680-998	9	MeasuredEntity	-1	-1	T2-9	成年人	{'HasProperty': 'T3-9'}
S0165587612003680-998	10	Quantity	175	179	T1-10	0.02	
S0165587612003680-998	10	MeasuredProperty	171	172	T2-10	p	{'HasQuantity': 'T1-10'}
S0165587612003680-998	10	MeasuredEntity	161	171	T3-10	Fisher精确检验	{'HasProperty': 'T2-10'}
