docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0025322712001600-2406	1	Quantity	222	227	T1-1	< 9 m	{'mods': ['IsRange'], 'unit': 'm'}
S0025322712001600-2406	1	MeasuredProperty	220	221	T3-1	长	{'HasQuantity': 'T1-1'}
S0025322712001600-2406	1	MeasuredEntity	-1	-1	T2-1	核	{'HasProperty': 'T3-1'}
S0025322712001600-2406	2	Quantity	259	264	T1-2	大于10%	{'mods': ['IsRange'], 'unit': '%'}
S0025322712001600-2406	2	MeasuredProperty	171	172	T4-2	值	{'HasQuantity': 'T1-2'}
S0025322712001600-2406	2	MeasuredEntity	241	245	T3-2	粘土矿物	{'HasProperty': 'T4-2'}
S0025322712001600-2406	3	Quantity	-1	-1	T1-3	好于5%	{'unit': '%'}
S0025322712001600-2406	3	MeasuredProperty	-1	-1	T3-3	重量	{'HasQuantity': 'T1-3'}
S0025322712001600-2406	3	MeasuredEntity	277	280	T4-3	不确定	{'HasProperty': 'T3-3'}
S0025322712001600-2406	4	Quantity	267	270	T1-4	95%	{'unit': '%'}
S0025322712001600-2406	4	MeasuredProperty	271	275	T3-4	置信水平	{'HasQuantity': 'T1-4'}
S0025322712001600-2406	4	MeasuredEntity	171	172	T5-4	值	{'HasProperty': 'T3-4'}
