docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S016412121300188X-4545	1	Quantity	10	11	T1-1	五	{'mods': ['IsCount']}
S016412121300188X-4545	1	MeasuredEntity	-1	-1	T2-1	最大的账户集群	{'HasQuantity': 'T1-1'}
S016412121300188X-4545	2	Quantity	121	134	T1-2	范围从11.4%到2.4%	{'mods': ['IsRange'], 'unit': '%'}
S016412121300188X-4545	2	MeasuredProperty	-1	-1	T3-2	尺寸	{'HasQuantity': 'T1-2'}
S016412121300188X-4545	2	MeasuredEntity	14	16	T2-2	集群	{'HasProperty': 'T3-2'}
S016412121300188X-4545	3	Quantity	10	11	T1-3	五	{'mods': ['IsCount']}
S016412121300188X-4545	3	MeasuredEntity	14	16	T2-3	集群	{'HasQuantity': 'T1-3'}
S016412121300188X-4545	4	Quantity	184	188	T1-4	不到2%	{'mods': ['IsRange'], 'unit': '%'}
S016412121300188X-4545	4	MeasuredEntity	173	177	T2-4	其余集群	{'HasQuantity': 'T1-4'}
S016412121300188X-4545	5	Quantity	189	193	T1-5	30个点	{'unit': 'vertices'}
S016412121300188X-4545	5	MeasuredEntity	173	177	T2-5	其余集群	{'HasQuantity': 'T1-5'}
