docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0032063313003218-6651	1	Quantity	115	119	T1-1	~1kR	{'mods': ['IsApproximate'], 'unit': 'kR'}
S0032063313003218-6651	1	MeasuredEntity	-1	-1	T3-1	当前HST可检测性的极限	{'HasQuantity': 'T1-1'}
S0032063313003218-6651	2	Quantity	-1	-1	T1-2	纬度~74°	{'mods': ['IsApproximate'], 'unit': '° latitude'}
S0032063313003218-6651	2	MeasuredProperty	-1	-1	T4-2	极大值	{'HasQuantity': 'T1-2'}
S0032063313003218-6651	2	MeasuredEntity	-1	-1	T5-2	案例ES与EF	{'HasProperty': 'T4-2'}
S0032063313003218-6651	3	Quantity	188	192	T1-3	~80°	{'mods': ['IsApproximate'], 'unit': '°'}
S0032063313003218-6651	3	MeasuredProperty	-1	-1	T4-3	开放（区域I）和封闭场线（区域II）之间的边界	{'HasQuantity': 'T1-3'}
S0032063313003218-6651	3	MeasuredEntity	-1	-1	T2-3	案例ES与EF	{'HasProperty': 'T4-3'}
S0032063313003218-6651	3	Qualifier	46	48	T5-3	纬度	{'Qualifies': 'T1-3'}
S0032063313003218-6651	4	Quantity	-1	-1	T1-4	~ 88 kR	{'mods': ['IsApproximate'], 'unit': 'kR'}
S0032063313003218-6651	4	MeasuredProperty	-1	-1	T3-4	极光卵	{'HasQuantity': 'T1-4'}
S0032063313003218-6651	4	MeasuredEntity	-1	-1	T2-4	病例ES	{'HasProperty': 'T3-4'}
S0032063313003218-6651	5	Quantity	-1	-1	T1-5	~ 79 kR	{'mods': ['IsApproximate'], 'unit': 'kR'}
S0032063313003218-6651	5	MeasuredProperty	-1	-1	T4-5	极光卵	{'HasQuantity': 'T1-5'}
S0032063313003218-6651	5	MeasuredEntity	-1	-1	T3-5	案例EF	{'HasProperty': 'T4-5'}
S0032063313003218-6651	6	Quantity	-1	-1	T1-6	（~7.85mWm-2	{'mods': ['IsApproximate'], 'unit': 'mWm−2'}
S0032063313003218-6651	6	MeasuredProperty	285	290	T3-6	电子能通量	{'HasQuantity': 'T1-6'}
S0032063313003218-6651	6	MeasuredEntity	-1	-1	T4-6	案例EF	{'HasProperty': 'T3-6'}
S0032063313003218-6651	7	Quantity	-1	-1	T1-7	~10%	{'mods': ['IsApproximate']}
S0032063313003218-6651	7	MeasuredProperty	285	290	T4-7	电子能通量	{'HasQuantity': 'T1-7'}
S0032063313003218-6651	7	MeasuredEntity	-1	-1	T3-7	案例EF	{'HasProperty': 'T4-7'}
S0032063313003218-6651	7	Qualifier	-1	-1	T2-7	比案例ES小	{'Qualifies': 'T1-7'}
S0032063313003218-6651	8	Quantity	-1	-1	T1-8	~8.8mWm-2	{'mods': ['IsApproximate'], 'unit': 'mWm−2'}
S0032063313003218-6651	8	MeasuredProperty	285	290	T3-8	电子能通量	{'HasQuantity': 'T1-8'}
S0032063313003218-6651	8	MeasuredEntity	-1	-1	T2-8	病例ES	{'HasProperty': 'T3-8'}
S0032063313003218-6651	9	Quantity	-1	-1	T1-9	~ 15 kR	{'mods': ['IsApproximate'], 'unit': 'kR'}
S0032063313003218-6651	9	MeasuredProperty	-1	-1	T3-9	可观测极发射（II/I区边界）	{'HasQuantity': 'T1-9'}
S0032063313003218-6651	9	MeasuredEntity	342	347	T2-9	模型还预测	{'HasProperty': 'T3-9'}
S0032063313003218-6651	9	Qualifier	-1	-1	T5-9	案例ES和EF	{'Qualifies': 'T2-9'}
