docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0927775713009606-1074	1	Quantity	-1	-1	T1-1	> 10纳米	{'mods': ['IsRange'], 'unit': 'nm'}
S0927775713009606-1074	1	MeasuredProperty	243	245	T3-1	孔径	{'HasQuantity': 'T1-1'}
S0927775713009606-1074	1	MeasuredEntity	-1	-1	T4-1	中孔域	{'HasProperty': 'T3-1'}
S0927775713009606-1074	2	Quantity	-1	-1	T1-2	> 0.5厘米3克-1	{'mods': ['IsRange'], 'unit': 'cm3 g−1'}
S0927775713009606-1074	2	MeasuredProperty	-1	-1	T3-2	维梅索	{'HasQuantity': 'T1-2'}
S0927775713009606-1074	2	MeasuredEntity	-1	-1	T4-2	中孔域	{'HasProperty': 'T3-2'}
S0927775713009606-1074	3	Quantity	-1	-1	T1-3	> 170 m2 g-1	{'mods': ['IsRange'], 'unit': 'm2 g−1'}
S0927775713009606-1074	3	MeasuredProperty	274	278	T3-3	SBET	{'HasQuantity': 'T1-3'}
S0927775713009606-1074	3	MeasuredEntity	-1	-1	T4-3	中孔域	{'HasProperty': 'T3-3'}
S0927775713009606-1074	4	Quantity	-1	-1	T1-4	5-40 nm范围	{'mods': ['IsRange'], 'unit': 'nm'}
S0927775713009606-1074	4	MeasuredProperty	99	101	T4-4	特征	{'HasQuantity': 'T1-4'}
S0927775713009606-1074	4	MeasuredEntity	319	329	T3-4	合成的硫化镉纳米颗粒	{'HasProperty': 'T4-4'}
S0927775713009606-1074	5	Quantity	-1	-1	T1-5	1（w/w）	{'unit': 'w/w'}
S0927775713009606-1074	5	MeasuredProperty	89	90	T3-5	比	{'HasQuantity': 'T1-5'}
S0927775713009606-1074	5	MeasuredEntity	364	370	T2-5	CDS/淀粉	{'HasProperty': 'T3-5'}
