docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0006322312001096-1136	1	Quantity	13	17	T1-1	1991	
S0006322312001096-1136	1	MeasuredEntity	20	24	T2-1	基线检查	{'HasQuantity': 'T1-1'}
S0006322312001096-1136	2	Quantity	-1	-1	T1-2	1997、2003和2008年	{'mods': ['IsList']}
S0006322312001096-1136	2	MeasuredEntity	-1	-1	T2-2	后续放映	{'HasQuantity': 'T1-2'}
S0006322312001096-1136	3	Quantity	-1	-1	T1-3	5318名参与者	{'unit': 'participants'}
S0006322312001096-1136	3	MeasuredEntity	-1	-1	T3-3	Whitehall II研究	{'HasQuantity': 'T1-3'}
S0006322312001096-1136	4	Quantity	-1	-1	T21-4	54.8年	{'mods': ['IsMean'], 'unit': 'years'}
S0006322312001096-1136	4	MeasuredProperty	84	88	T31-4	平均年龄	{'HasQuantity': 'T21-4'}
S0006322312001096-1136	4	MeasuredEntity	-1	-1	T41-4	5318名参与者	{'HasProperty': 'T31-4'}
S0006322312001096-1136	5	Quantity	94	97	T12-5	31%	{'unit': '%'}
S0006322312001096-1136	5	MeasuredProperty	-1	-1	T52-5	妇女	{'HasQuantity': 'T12-5'}
S0006322312001096-1136	5	MeasuredEntity	-1	-1	T42-5	5318名参与者	{'HasProperty': 'T52-5'}
S0006322312001096-1136	6	Quantity	-1	-1	T1-6	≥16	{'mods': ['IsRange']}
S0006322312001096-1136	6	MeasuredProperty	133	135	T2-6	评分	{'HasQuantity': 'T1-6'}
S0006322312001096-1136	6	MeasuredEntity	-1	-1	T3-6	流调中心用抑郁量表	{'HasProperty': 'T2-6'}
