docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0019103512004009-2821	1	Quantity	-1	-1	T1-1	1 μ巴	{'mods': ['IsApproximate'], 'unit': 'μbar'}
S0019103512004009-2821	1	MeasuredProperty	242	244	T3-1	解离	{'HasQuantity': 'T1-1'}
S0019103512004009-2821	1	MeasuredEntity	232	234	T2-1	分子	{'HasProperty': 'T3-1'}
S0019103512004009-2821	1	Qualifier	240	242	T5-1	附近	{'Qualifies': 'T1-1'}
S0019103512004009-2821	2	Quantity	-1	-1	T1-2	最高至少3RP	{'mods': ['IsRange', 'IsApproximate'], 'unit': 'Rp'}
S0019103512004009-2821	2	MeasuredProperty	-1	-1	T5-2	主要是中立的	{'HasQuantity': 'T1-2'}
S0019103512004009-2821	2	MeasuredEntity	367	370	T3-2	H和O	{'HasProperty': 'T5-2'}
S0019103512004009-2821	3	Quantity	-1	-1	T1-3	8000 K	{'mods': ['IsRange'], 'unit': 'K'}
S0019103512004009-2821	3	MeasuredProperty	-1	-1	T5-3	平均（压力平均）温度	{'HasQuantity': 'T1-3'}
S0019103512004009-2821	3	MeasuredEntity	442	446	T2-3	模型预测	{'HasProperty': 'T5-3'}
S0019103512004009-2821	3	Qualifier	463	465	T3-3	上限	{'Qualifies': 'T1-3'}
S0019103512004009-2821	3	Qualifier	-1	-1	T6-3	低于3RP	{'Qualifies': 'T2-3'}
S0019103512004009-2821	4	Quantity	-1	-1	T1-4	3RP	{'unit': 'Rp'}
S0019103512004009-2821	4	MeasuredEntity	442	446	T2-4	模型预测	{'HasQuantity': 'T1-4'}
S0019103512004009-2821	4	Qualifier	-1	-1	T3-4	下面	{'Qualifies': 'T1-4'}
S0019103512004009-2821	5	Quantity	-1	-1	T1-5	7000 K	{'unit': 'K'}
S0019103512004009-2821	5	MeasuredProperty	-1	-1	T3-5	平均（压力平均）温度	{'HasQuantity': 'T1-5'}
S0019103512004009-2821	5	MeasuredEntity	442	446	T4-5	模型预测	{'HasProperty': 'T3-5'}
S0019103512004009-2821	5	Qualifier	-1	-1	T5-5	0.047 AU处的平均太阳X紫外光通量	{'Qualifies': 'T4-5'}
S0019103512004009-2821	6	Quantity	474	482	T1-6	0.047 AU	{'mods': ['IsMean'], 'unit': 'AU'}
S0019103512004009-2821	6	MeasuredProperty	-1	-1	T4-6	平均太阳X紫外光通量	{'HasQuantity': 'T1-6'}
S0019103512004009-2821	6	MeasuredEntity	442	446	T3-6	模型预测	{'HasProperty': 'T4-6'}
