docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0921818113002245-1571	1	Quantity	-1	-1	T1-1	上0.8 m	{'mods': ['IsRange'], 'unit': 'm'}
S0921818113002245-1571	1	MeasuredEntity	19	22	T2-1	沉积物	{'HasQuantity': 'T1-1'}
S0921818113002245-1571	2	Quantity	-1	-1	T1-2	约1cm	{'mods': ['IsApproximate'], 'unit': 'cm'}
S0921818113002245-1571	2	MeasuredProperty	85	86	T2-2	薄	{'HasQuantity': 'T1-2'}
S0921818113002245-1571	2	MeasuredEntity	-1	-1	T3-2	相对未受干扰的沉积物垂直板	{'HasProperty': 'T2-2'}
S0921818113002245-1571	3	Quantity	-1	-1	T1-3	五	{'mods': ['IsCount']}
S0921818113002245-1571	3	MeasuredEntity	-1	-1	T2-3	核	{'HasQuantity': 'T1-3'}
S0921818113002245-1571	4	Quantity	-1	-1	T1-4	4.8 M	{'unit': 'm'}
S0921818113002245-1571	4	MeasuredProperty	228	229	T2-4	长	{'HasQuantity': 'T1-4'}
S0921818113002245-1571	4	MeasuredEntity	-1	-1	T3-4	沉积物核心	{'HasProperty': 'T2-4'}
S0921818113002245-1571	5	Quantity	-1	-1	T1-5	60或63毫米	{'mods': ['IsList'], 'unit': 'mm'}
S0921818113002245-1571	5	MeasuredProperty	198	200	T4-5	内径	{'HasQuantity': 'T1-5'}
S0921818113002245-1571	5	MeasuredEntity	-1	-1	T2-5	PVC管	{'HasProperty': 'T4-5'}
S0921818113002245-1571	6	Quantity	275	276	T1-6	四	{'mods': ['IsCount']}
S0921818113002245-1571	6	MeasuredEntity	-1	-1	T2-6	重叠核心	{'HasQuantity': 'T1-6'}
S0921818113002245-1571	7	Quantity	-1	-1	T1-7	8 m	{'unit': 'm'}
S0921818113002245-1571	7	MeasuredProperty	261	263	T3-7	深度	{'HasQuantity': 'T1-7'}
S0921818113002245-1571	7	MeasuredEntity	19	22	T2-7	沉积物	{'HasProperty': 'T3-7'}
S0921818113002245-1571	8	Quantity	354	356	T1-8	三米	{'unit': 'metre'}
S0921818113002245-1571	8	MeasuredProperty	228	229	T3-8	长	{'HasQuantity': 'T1-8'}
S0921818113002245-1571	8	MeasuredEntity	-1	-1	T4-8	驱动器	{'HasProperty': 'T3-8'}
S0921818113002245-1571	9	Quantity	-1	-1	T1-9	约11.8 m	{'unit': 'm'}
S0921818113002245-1571	9	MeasuredProperty	261	263	T4-9	深度	{'HasQuantity': 'T1-9'}
S0921818113002245-1571	9	MeasuredEntity	19	22	T3-9	沉积物	{'HasProperty': 'T4-9'}
S0921818113002245-1571	10	Quantity	-1	-1	T1-10	11.8 m至11.5 m之间	{'mods': ['IsRange'], 'unit': 'm'}
S0921818113002245-1571	10	MeasuredProperty	261	263	T4-10	深度	{'HasQuantity': 'T1-10'}
S0921818113002245-1571	10	MeasuredEntity	19	22	T3-10	沉积物	{'HasProperty': 'T4-10'}
