docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0012821X12004384-1284	1	Quantity	67	70	T1-1	225	{'mods': ['IsCount']}
S0012821X12004384-1284	1	MeasuredEntity	71	73	T2-1	样品	{'HasQuantity': 'T1-1'}
S0012821X12004384-1284	2	Quantity	112	117	T1-2	1.167	
S0012821X12004384-1284	3	Quantity	141	146	T1-3	±<0.1	{'mods': ['IsRangeHasTolerance']}
S0012821X12004384-1284	3	MeasuredProperty	-1	-1	T2-3	精度	{'HasQuantity': 'T1-3'}
S0012821X12004384-1284	3	MeasuredEntity	132	136	T3-3	重复分析	{'HasProperty': 'T2-3'}
S0012821X12004384-1284	4	Quantity	159	162	T1-4	289	{'mods': ['IsCount']}
S0012821X12004384-1284	4	MeasuredEntity	-1	-1	T2-4	大块岩石样本	{'HasQuantity': 'T1-4'}
S0012821X12004384-1284	5	Quantity	-1	-1	T11-5	24 h	{'unit': 'h'}
S0012821X12004384-1284	5	MeasuredProperty	274	277	T51-5	中回流	{'HasQuantity': 'T11-5'}
S0012821X12004384-1284	5	MeasuredEntity	71	73	T41-5	样品	{'HasProperty': 'T51-5'}
S0012821X12004384-1284	5	Qualifier	-1	-1	T61-5	在二氯甲烷和甲醇的共沸混合物中	{'Qualifies': 'T51-5'}
S0012821X12004384-1284	6	Quantity	259	267	T1-6	93：7，v/v	{'unit': 'v/v'}
S0012821X12004384-1284	6	MeasuredEntity	-1	-1	T3-6	二氯甲烷和甲醇的共沸混合物	{'HasQuantity': 'T1-6'}
S0012821X12004384-1284	7	Quantity	363	365	T22-7	5%	{'unit': '%'}
S0012821X12004384-1284	7	MeasuredEntity	366	369	T72-7	HCl	{'HasQuantity': 'T22-7'}
S0012821X12004384-1284	8	Quantity	-1	-1	T33-8	>250 μm	{'mods': ['IsRange'], 'unit': 'μm'}
S0012821X12004384-1284	8	MeasuredProperty	-1	-1	T83-8	粒级	{'HasQuantity': 'T33-8'}
S0012821X12004384-1284	9	Quantity	423	425	T2-9	35	{'mods': ['IsCount']}
S0012821X12004384-1284	9	MeasuredEntity	71	73	T1-9	样品	{'HasQuantity': 'T2-9'}
S0012821X12004384-1284	10	Quantity	577	581	T114-10	0.4‰	{'unit': '‰'}
S0012821X12004384-1284	10	MeasuredProperty	570	576	T94-10	平均标准偏差	{'HasQuantity': 'T114-10'}
S0012821X12004384-1284	10	MeasuredEntity	132	136	T104-10	重复分析	{'HasProperty': 'T94-10'}
