docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0960148113004989-3327	1	Quantity	0	1	T1-1	一	{'mods': ['IsCount']}
S0960148113004989-3327	1	MeasuredEntity	70	72	T2-1	周期	{'HasQuantity': 'T1-1'}
S0960148113004989-3327	2	Quantity	16	19	T1-2	22%	{'unit': '%'}
S0960148113004989-3327	2	MeasuredProperty	6	13	T2-2	提取的平均功率	{'HasQuantity': 'T1-2'}
S0960148113004989-3327	2	MeasuredEntity	-1	-1	T3-2	一个周期	{'HasProperty': 'T2-2'}
S0960148113004989-3327	2	Qualifier	13	15	T4-2	增加	{'Qualifies': 'T2-2'}
S0960148113004989-3327	3	Quantity	-1	-1	T1-3	48.4 MW至59.0 MW	{'mods': ['IsRange'], 'unit': 'MW'}
S0960148113004989-3327	3	MeasuredProperty	6	13	T3-3	提取的平均功率	{'HasQuantity': 'T1-3'}
S0960148113004989-3327	3	MeasuredEntity	-1	-1	T4-3	一个周期	{'HasProperty': 'T3-3'}
S0960148113004989-3327	3	Qualifier	13	15	T2-3	增加	{'Qualifies': 'T3-3'}
S0960148113004989-3327	4	Quantity	0	1	T1-4	一	
S0960148113004989-3327	4	MeasuredProperty	-1	-1	T2-4	全周期	{'HasQuantity': 'T1-4'}
S0960148113004989-3327	4	MeasuredEntity	58	62	T3-4	模拟时间	{'HasProperty': 'T2-4'}
S0960148113004989-3327	5	Quantity	121	122	T1-5	两	{'mods': ['IsCount']}
S0960148113004989-3327	5	MeasuredEntity	-1	-1	T2-5	扭曲的字形	{'HasQuantity': 'T1-5'}
