docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0022399913003358-931	1	Quantity	-1	-1	T1-1	7至20%	{'mods': ['IsRange'], 'unit': '%'}
S0022399913003358-931	1	MeasuredProperty	131	134	T4-1	患病率	{'HasQuantity': 'T1-1'}
S0022399913003358-931	1	MeasuredEntity	-1	-1	T2-1	一般人群	{'HasProperty': 'T4-1'}
S0022399913003358-931	1	Qualifier	72	77	T3-1	主观性耳鸣	{'Qualifies': 'T4-1'}
S0022399913003358-931	2	Quantity	157	160	T1-2	10年	{'unit': 'year'}
S0022399913003358-931	2	MeasuredEntity	-1	-1	T3-2	犯罪率	{'HasQuantity': 'T1-2'}
S0022399913003358-931	3	Quantity	-1	-1	T1-3	超过48年	{'mods': ['IsRange'], 'unit': 'years'}
S0022399913003358-931	3	MeasuredEntity	153	156	T3-3	成年人	{'HasQuantity': 'T1-3'}
S0022399913003358-931	4	Quantity	166	169	T1-4	13%	{'unit': '%'}
S0022399913003358-931	4	MeasuredProperty	157	163	T3-4	10年发病率	{'HasQuantity': 'T1-4'}
S0022399913003358-931	4	MeasuredEntity	148	156	T2-4	48岁以上成年人	{'HasProperty': 'T3-4'}
S0022399913003358-931	4	Qualifier	72	77	T4-4	主观性耳鸣	{'Qualifies': 'T3-4'}
S0022399913003358-931	5	Quantity	175	178	T1-5	约5%	{'mods': ['IsApproximate'], 'unit': '%'}
S0022399913003358-931	5	MeasuredProperty	-1	-1	T4-5	严重受到耳鸣的影响	{'HasQuantity': 'T1-5'}
S0022399913003358-931	5	MeasuredEntity	179	181	T2-5	人口	{'HasProperty': 'T4-5'}
