docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0167880913001229-1225	1	Quantity	97	103	T1-1	< 0.01	{'mods': ['IsRange']}
S0167880913001229-1225	1	MeasuredProperty	95	96	T2-1	p	{'HasQuantity': 'T1-1'}
S0167880913001229-1225	1	MeasuredEntity	-1	-1	T3-1	ANOVA	{'HasProperty': 'T2-1'}
S0167880913001229-1225	2	Quantity	-1	-1	T1-2	0-10 cm	{'unit': 'cm'}
S0167880913001229-1225	2	MeasuredProperty	78	80	T3-2	深度	{'HasQuantity': 'T1-2'}
S0167880913001229-1225	2	MeasuredEntity	30	35	T2-2	SOC库存	{'HasProperty': 'T3-2'}
S0167880913001229-1225	3	Quantity	-1	-1	T1-3	9年来	{'mods': ['IsRange'], 'unit': 'year'}
S0167880913001229-1225	3	MeasuredProperty	-1	-1	T3-3	期间	{'HasQuantity': 'T1-3'}
S0167880913001229-1225	3	MeasuredEntity	80	87	T2-3	SOC库存变化	{'HasProperty': 'T3-3'}
S0167880913001229-1225	4	Quantity	97	103	T1-4	< 0.01	{'mods': ['IsRange']}
S0167880913001229-1225	4	MeasuredProperty	95	96	T2-4	p	{'HasQuantity': 'T1-4'}
S0167880913001229-1225	4	MeasuredEntity	-1	-1	T3-4	初始C浓度的影响	{'HasProperty': 'T2-4'}
S0167880913001229-1225	5	Quantity	133	140	T1-5	20-40厘米	
S0167880913001229-1225	5	MeasuredProperty	78	80	T2-5	深度	{'HasQuantity': 'T1-5'}
S0167880913001229-1225	5	MeasuredEntity	30	35	T3-5	SOC库存	{'HasProperty': 'T2-5'}
