docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0012821X13002185-994	1	Quantity	22	29	T1-1	33.7 Ma	{'mods': ['IsApproximate'], 'unit': 'Ma'}
S0012821X13002185-994	1	MeasuredEntity	-1	-1	T3-1	Oi 1	{'HasQuantity': 'T1-1'}
S0012821X13002185-994	2	Quantity	-1	-1	T1-2	高达40%	{'mods': ['IsRange'], 'unit': '%'}
S0012821X13002185-994	2	MeasuredProperty	-1	-1	T4-2	硅质壁自流生物	{'HasQuantity': 'T1-2'}
S0012821X13002185-994	2	MeasuredEntity	-1	-1	T3-2	初级生产	{'HasProperty': 'T4-2'}
S0012821X13002185-994	3	Quantity	270	274	T1-3	0.6‰	{'unit': '‰'}
S0012821X13002185-994	3	MeasuredProperty	130	132	T4-3	上升	{'HasQuantity': 'T1-3'}
S0012821X13002185-994	3	MeasuredEntity	-1	-1	T3-3	藻类δ 30 Si	{'HasProperty': 'T4-3'}
S0012821X13002185-994	3	Qualifier	-1	-1	T5-3	在SDP站点1090	{'Qualifies': 'T4-3'}
S0012821X13002185-994	4	Quantity	-1	-1	T1-4	1.5‰	{'unit': '‰'}
S0012821X13002185-994	4	MeasuredProperty	43	45	T4-4	下降	{'HasQuantity': 'T1-4'}
S0012821X13002185-994	4	MeasuredEntity	-1	-1	T3-4	海绵δ 30 Si	{'HasProperty': 'T4-4'}
S0012821X13002185-994	4	Qualifier	-1	-1	T5-4	在ODP站点689	{'Qualifies': 'T4-4'}
S0012821X13002185-994	5	Quantity	373	380	T1-5	31.5 Ma	{'mods': ['IsApproximate'], 'unit': 'Ma'}
S0012821X13002185-994	5	MeasuredProperty	-1	-1	T4-5	见顶	{'HasQuantity': 'T1-5'}
S0012821X13002185-994	5	MeasuredEntity	-1	-1	T3-5	中等深度甘草酸浓度	{'HasProperty': 'T4-5'}
