docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S1387700313001822-661	1	Quantity	104	110	T1-1	260 nm	{'unit': 'nm'}
S1387700313001822-661	1	MeasuredProperty	-1	-1	T4-1	阴性条带	{'HasQuantity': 'T1-1'}
S1387700313001822-661	1	MeasuredEntity	-1	-1	T3-1	GMP的固体CD光谱	{'HasProperty': 'T4-1'}
S1387700313001822-661	2	Quantity	-1	-1	T1-2	215-225纳米	{'mods': ['IsRange'], 'unit': 'nm'}
S1387700313001822-661	2	MeasuredProperty	-1	-1	T3-2	阴性条带	{'HasQuantity': 'T1-2'}
S1387700313001822-661	2	MeasuredEntity	133	140	T4-2	配合物1的光谱	{'HasProperty': 'T3-2'}
S1387700313001822-661	3	Quantity	241	247	T1-3	297 nm	{'unit': 'nm'}
S1387700313001822-661	3	MeasuredEntity	258	262	T3-3	强负CE	{'HasQuantity': 'T1-3'}
S1387700313001822-661	3	Qualifier	-1	-1	T4-3	中心在	{'Qualifies': 'T1-3'}
S1387700313001822-661	4	Quantity	-1	-1	T1-4	-10 m度	{'mods': ['IsApproximate'], 'unit': 'mdeg'}
S1387700313001822-661	4	MeasuredEntity	273	274	T3-4	θ	{'HasQuantity': 'T1-4'}
