docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S2213671113000738-435	1	Quantity	40	41	T1-1	3	
S2213671113000738-435	1	MeasuredProperty	36	37	T3-1	n	{'HasQuantity': 'T1-1'}
S2213671113000738-435	1	MeasuredEntity	23	25	T2-1	数据	{'HasProperty': 'T3-1'}
S2213671113000738-435	2	Quantity	91	97	T1-2	200 μm	{'unit': 'μm'}
S2213671113000738-435	2	MeasuredProperty	78	81	T3-2	比例尺	{'HasQuantity': 'T1-2'}
S2213671113000738-435	2	MeasuredEntity	82	89	T4-2	（A）-（H）	{'HasProperty': 'T3-2'}
S2213671113000738-435	3	Quantity	107	112	T1-3	50 μm	{'unit': 'μm'}
S2213671113000738-435	3	MeasuredProperty	78	81	T5-3	比例尺	{'HasQuantity': 'T1-3'}
S2213671113000738-435	3	MeasuredEntity	98	105	T4-3	（C）-（F）	{'HasProperty': 'T5-3'}
S2213671113000738-435	3	Qualifier	-1	-1	T3-3	插图	{'Qualifies': 'T4-3'}
S2213671113000738-435	4	Quantity	126	132	T1-4	100 μm	{'unit': 'μm'}
S2213671113000738-435	4	MeasuredProperty	78	81	T4-4	比例尺	{'HasQuantity': 'T1-4'}
S2213671113000738-435	4	MeasuredEntity	113	124	T3-4	（J）-（M）和（Q）	{'HasProperty': 'T4-4'}
