docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0012821X13007309-1691	1	Quantity	67	70	T1-1	1 m	{'unit': 'm'}
S0012821X13007309-1691	1	MeasuredProperty	70	71	T3-1	厚	{'HasQuantity': 'T1-1'}
S0012821X13007309-1691	1	MeasuredEntity	-1	-1	T4-1	利韦洛·博纳雷利	{'HasProperty': 'T3-1'}
S0012821X13007309-1691	2	Quantity	-1	-1	T1-2	至20m	{'mods': ['IsRange'], 'unit': 'm'}
S0012821X13007309-1691	2	MeasuredProperty	-1	-1	T3-2	博纳雷利河下	{'HasQuantity': 'T1-2'}
S0012821X13007309-1691	2	MeasuredEntity	-1	-1	T4-2	大量厘米级富含有机物的页岩层	{'HasProperty': 'T3-2'}
S0012821X13007309-1691	3	Quantity	-1	-1	T1-3	-25.9至-26.5 ‰。	{'mods': ['IsApproximate', 'IsRange'], 'unit': '‰'}
S0012821X13007309-1691	3	MeasuredProperty	-1	-1	T4-3	OAE 2之前背景值的狭窄变化	{'HasQuantity': 'T1-3'}
S0012821X13007309-1691	3	MeasuredEntity	195	206	T3-3	δ 13 Corg记录	{'HasProperty': 'T4-3'}
S0012821X13007309-1691	4	Quantity	248	250	T1-4	4‰	{'unit': '‰'}
S0012821X13007309-1691	4	MeasuredProperty	-1	-1	T2-4	移位	{'HasQuantity': 'T1-4'}
S0012821X13007309-1691	4	MeasuredEntity	232	247	T3-4	δ 13 Corg的特征正漂移	{'HasProperty': 'T2-4'}
S0012821X13007309-1691	4	Qualifier	270	280	T5-4	发生在<0.5 m内	{'Qualifies': 'T2-4'}
S0012821X13007309-1691	5	Quantity	-1	-1	T1-5	-27.2至-23.1 ‰	{'mods': ['IsRange'], 'unit': '‰'}
S0012821X13007309-1691	5	MeasuredProperty	-1	-1	T4-5	移位	{'HasQuantity': 'T1-5'}
S0012821X13007309-1691	5	MeasuredEntity	232	247	T3-5	δ 13 Corg的特征正漂移	{'HasProperty': 'T4-5'}
S0012821X13007309-1691	5	Qualifier	270	280	T5-5	发生在<0.5 m内	{'Qualifies': 'T4-5'}
S0012821X13007309-1691	6	Quantity	273	280	T1-6	<0.5 m内	{'unit': 'm'}
S0012821X13007309-1691	6	MeasuredProperty	-1	-1	T3-6	移位	{'HasQuantity': 'T1-6'}
S0012821X13007309-1691	6	MeasuredEntity	232	247	T2-6	δ 13 Corg的特征正漂移	{'HasProperty': 'T3-6'}
