docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0019103512003995-1807	1	Quantity	113	121	T11-1	589.3 nm	{'unit': 'nm'}
S0019103512003995-1807	1	MeasuredProperty	121	123	T31-1	共振	{'HasQuantity': 'T11-1'}
S0019103512003995-1807	1	MeasuredEntity	-1	-1	T41-1	性nand	{'HasProperty': 'T31-1'}
S0019103512003995-1807	2	Quantity	176	177	T122-2	四	{'mods': ['IsCount']}
S0019103512003995-1807	2	MeasuredEntity	130	132	T112-2	凌日	{'HasQuantity': 'T122-2'}
S0019103512003995-1807	3	Quantity	-1	-1	T23-3	300-800纳米	{'mods': ['IsRange'], 'unit': 'nm'}
S0019103512003995-1807	3	MeasuredProperty	102	104	T53-3	波长	{'HasQuantity': 'T23-3'}
S0019103512003995-1807	3	MeasuredEntity	-1	-1	T63-3	HD 209458 b的传输光谱	{'HasProperty': 'T53-3'}
S0019103512003995-1807	4	Quantity	-1	-1	T84-4	3毫巴	{'unit': 'mbar'}
S0019103512003995-1807	4	MeasuredEntity	304	306	T94-4	水平	{'HasQuantity': 'T84-4'}
S0019103512003995-1807	4	Qualifier	-1	-1	T74-4	气氛	{'Qualifies': 'T94-4'}
