docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0019103512004009-3488	1	Quantity	-1	-1	T101-1	3毫巴	{'unit': 'mbar'}
S0019103512004009-3488	1	MeasuredProperty	55	57	T91-1	水平	{'HasQuantity': 'T101-1'}
S0019103512004009-3488	1	MeasuredEntity	32	36	T31-1	高层大气	{'HasProperty': 'T91-1'}
S0019103512004009-3488	2	Quantity	-1	-1	T12-2	1300 K至3500 K	{'mods': ['IsRange'], 'unit': 'K'}
S0019103512004009-3488	2	MeasuredProperty	38	40	T52-2	温度	{'HasQuantity': 'T12-2'}
S0019103512004009-3488	2	MeasuredEntity	32	36	T32-2	高层大气	{'HasProperty': 'T52-2'}
S0019103512004009-3488	2	Qualifier	-1	-1	T42-2	增加	{'Qualifies': 'T12-2'}
S0019103512004009-3488	2	Qualifier	-1	-1	T62-2	接近1 μ巴水平	{'Qualifies': 'T52-2'}
S0019103512004009-3488	3	Quantity	166	170	T73-3	1 μ巴	{'unit': 'μbar'}
S0019103512004009-3488	3	MeasuredProperty	55	57	T113-3	水平	{'HasQuantity': 'T73-3'}
S0019103512004009-3488	3	MeasuredEntity	32	36	T33-3	高层大气	{'HasProperty': 'T113-3'}
S0019103512004009-3488	4	Quantity	-1	-1	T24-4	3毫巴	{'unit': 'mbar'}
S0019103512004009-3488	4	MeasuredProperty	55	57	T84-4	水平	{'HasQuantity': 'T24-4'}
S0019103512004009-3488	4	MeasuredEntity	32	36	T34-4	高层大气	{'HasProperty': 'T84-4'}
