docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0019103511004994-1511	1	Quantity	-1	-1	T51-1	约20 keV至数十MeV之间	{'mods': ['IsApproximate', 'IsRange'], 'unit': 'MeV'}
S0019103511004994-1511	1	MeasuredProperty	72	76	T71-1	能量范围	{'HasQuantity': 'T51-1'}
S0019103511004994-1511	1	MeasuredEntity	83	87	T81-1	带电离子	{'HasProperty': 'T71-1'}
S0019103511004994-1511	2	Quantity	104	105	T212-2	两	{'mods': ['IsCount']}
S0019103511004994-1511	2	MeasuredEntity	-1	-1	T62-2	检测器	{'HasQuantity': 'T212-2'}
S0019103511004994-1511	3	Quantity	204	205	T233-3	五	{'mods': ['IsCount']}
S0019103511004994-1511	3	MeasuredEntity	-1	-1	T223-3	检测器	{'HasQuantity': 'T233-3'}
S0019103511004994-1511	4	Quantity	-1	-1	T14-4	86年代，名义上	{'mods': ['IsApproximate'], 'unit': 's'}
S0019103511004994-1511	4	MeasuredProperty	-1	-1	T114-4	绕内航天器的-y轴旋转	{'HasQuantity': 'T14-4'}
S0019103511004994-1511	4	MeasuredEntity	-1	-1	T104-4	活动转盘	{'HasProperty': 'T114-4'}
S0019103511004994-1511	5	Quantity	453	459	T145-5	77.45°	{'unit': '°'}
S0019103511004994-1511	5	MeasuredProperty	-1	-1	T135-5	成角度的点	{'HasQuantity': 'T145-5'}
S0019103511004994-1511	5	MeasuredEntity	441	447	T125-5	低能量望远镜	{'HasProperty': 'T135-5'}
S0019103511004994-1511	5	Qualifier	-1	-1	T245-5	从-z方向转向-x方向	{'Qualifies': 'T135-5'}
S0019103511004994-1511	6	Quantity	495	498	T166-6	16倍	{'unit': 'times'}
S0019103511004994-1511	6	MeasuredProperty	481	489	T276-6	仪器的时间分辨率	{'HasQuantity': 'T166-6'}
S0019103511004994-1511	6	MeasuredEntity	534	543	T256-6	给定的指向/俯仰角	{'HasProperty': 'T276-6'}
S0019103511004994-1511	6	Qualifier	-1	-1	T266-6	比旋转模式更好	{'Qualifies': 'T166-6'}
S0019103511004994-1511	6	Qualifier	473	478	T206-6	非旋转模式	{'Qualifies': 'T276-6'}
S0019103511004994-1511	7	Quantity	506	512	T27-7	5.65 S	{'unit': 's'}
S0019103511004994-1511	7	MeasuredProperty	481	489	T157-7	仪器的时间分辨率	{'HasQuantity': 'T27-7'}
S0019103511004994-1511	7	MeasuredEntity	-1	-1	T177-7	速率信道	{'HasProperty': 'T157-7'}
S0019103511004994-1511	7	Qualifier	474	478	T197-7	旋转模式	{'Qualifies': 'T157-7'}
S0019103511004994-1511	8	Quantity	523	529	T48-8	0.66 S	{'unit': 's'}
S0019103511004994-1511	8	MeasuredProperty	481	489	T288-8	仪器的时间分辨率	{'HasQuantity': 'T48-8'}
S0019103511004994-1511	8	MeasuredEntity	-1	-1	T188-8	优先级信道	{'HasProperty': 'T288-8'}
S0019103511004994-1511	8	Qualifier	474	478	T198-8	旋转模式	{'Qualifies': 'T288-8'}
S0019103511004994-1511	9	Quantity	-1	-1	T39-9	86 s	{'unit': 's'}
S0019103511004994-1511	9	MeasuredProperty	481	489	T279-9	仪器的时间分辨率	{'HasQuantity': 'T39-9'}
S0019103511004994-1511	9	MeasuredEntity	534	543	T259-9	给定的指向/俯仰角	{'HasProperty': 'T279-9'}
S0019103511004994-1511	9	Qualifier	473	478	T209-9	非旋转模式	{'Qualifies': 'T279-9'}
