docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0016236113008041-3171	1	Quantity	-1	-1	T31-1	4.5 kg	{'unit': 'kg'}
S0016236113008041-3171	1	MeasuredEntity	-1	-1	T131-1	床存量	{'HasQuantity': 'T31-1'}
S0016236113008041-3171	2	Quantity	101	103	T102-2	22	{'unit': 'ppm'}
S0016236113008041-3171	2	MeasuredProperty	-1	-1	T142-2	Cu	{'HasQuantity': 'T102-2'}
S0016236113008041-3171	2	MeasuredEntity	-1	-1	T232-2	固体吸附剂	{'HasProperty': 'T142-2'}
S0016236113008041-3171	2	Qualifier	88	92	T12-2	13公斤	{'Qualifies': 'T232-2'}
S0016236113008041-3171	3	Quantity	104	112	T253-3	0.22 ppm	{'unit': 'ppm'}
S0016236113008041-3171	3	MeasuredProperty	-1	-1	T243-3	SN	{'HasQuantity': 'T253-3'}
S0016236113008041-3171	3	MeasuredEntity	-1	-1	T233-3	固体吸附剂	{'HasProperty': 'T243-3'}
S0016236113008041-3171	3	Qualifier	88	92	T13-3	13公斤	{'Qualifies': 'T233-3'}
S0016236113008041-3171	4	Quantity	88	92	T24-4	13公斤	{'unit': 'kg'}
S0016236113008041-3171	4	MeasuredEntity	-1	-1	T134-4	床存量	{'HasQuantity': 'T24-4'}
S0016236113008041-3171	5	Quantity	145	151	T45-5	<1 ppm	{'mods': ['IsRange'], 'unit': 'ppm'}
S0016236113008041-3171	5	MeasuredProperty	116	123	T125-5	GG、DY和U	{'HasQuantity': 'T45-5'}
S0016236113008041-3171	5	MeasuredEntity	-1	-1	T235-5	固体吸附剂	{'HasProperty': 'T125-5'}
S0016236113008041-3171	6	Quantity	190	200	T86-6	6公斤超过4.5公斤	{'unit': 'kg'}
S0016236113008041-3171	6	MeasuredEntity	-1	-1	T136-6	床存量	{'HasQuantity': 'T86-6'}
S0016236113008041-3171	7	Quantity	-1	-1	T58-7	6公斤至13公斤	{'mods': ['IsList'], 'unit': 'kg'}
S0016236113008041-3171	7	MeasuredEntity	-1	-1	T138-7	床存量	{'HasQuantity': 'T58-7'}
S0016236113008041-3171	8	Quantity	229	237	T2110-8	<0.1 ppm	{'mods': ['IsRange'], 'unit': 'ppm'}
S0016236113008041-3171	8	MeasuredProperty	224	228	T2010-8	废气浓度	{'HasQuantity': 'T2110-8'}
S0016236113008041-3171	8	MeasuredEntity	11	15	T1510-8	微量元素	{'HasProperty': 'T2010-8'}
