docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0016236113008041-3031	1	Quantity	272	273	T151-1	2	{'mods': ['IsCount']}
S0016236113008041-3031	1	MeasuredEntity	-1	-1	T161-1	不同煤种	{'HasQuantity': 'T151-1'}
S0016236113008041-3031	2	Quantity	324	325	T172-2	八	{'mods': ['IsCount']}
S0016236113008041-3031	2	MeasuredEntity	267	269	T182-2	周期	{'HasQuantity': 'T172-2'}
S0016236113008041-3031	3	Quantity	-1	-1	T13-3	从ppm 20到40 ppm	{'mods': ['IsApproximate', 'IsRange'], 'unit': 'ppm'}
S0016236113008041-3031	3	MeasuredProperty	126	127	T113-3	B	{'HasQuantity': 'T13-3'}
S0016236113008041-3031	3	MeasuredEntity	18	21	T403-3	石灰石	{'HasProperty': 'T113-3'}
S0016236113008041-3031	3	Qualifier	-1	-1	T93-3	超过八个周期	{'Qualifies': 'T113-3'}
S0016236113008041-3031	3	Qualifier	162	164	T343-3	增加	{'Qualifies': 'T13-3'}
S0016236113008041-3031	3	Qualifier	-1	-1	T103-3	莉亚霍尔煤炭	{'Qualifies': 'T403-3'}
S0016236113008041-3031	4	Quantity	303	305	T354-4	第一	{'mods': ['IsCount']}
S0016236113008041-3031	4	MeasuredEntity	267	269	T364-4	周期	{'HasQuantity': 'T354-4'}
S0016236113008041-3031	5	Quantity	-1	-1	T25-5	ppm 15 ppm	{'mods': ['IsApproximate'], 'unit': 'ppm'}
S0016236113008041-3031	5	MeasuredProperty	-1	-1	T135-5	Cu	{'HasQuantity': 'T25-5'}
S0016236113008041-3031	5	MeasuredEntity	64	67	T125-5	吸附剂	{'HasProperty': 'T135-5'}
S0016236113008041-3031	5	Qualifier	-1	-1	T375-5	两种煤在八个周期内保持不变	{'Qualifies': 'T25-5'}
S0016236113008041-3031	6	Quantity	324	325	T196-6	八	{'mods': ['IsCount']}
S0016236113008041-3031	6	MeasuredEntity	267	269	T206-6	周期	{'HasQuantity': 'T196-6'}
S0016236113008041-3031	7	Quantity	178	179	T217-7	两	{'mods': ['IsCount']}
S0016236113008041-3031	7	MeasuredEntity	53	54	T227-7	煤	{'HasQuantity': 'T217-7'}
S0016236113008041-3031	8	Quantity	358	359	T238-8	五	{'mods': ['IsCount']}
S0016236113008041-3031	8	MeasuredEntity	267	269	T248-8	周期	{'HasQuantity': 'T238-8'}
S0016236113008041-3031	9	Quantity	-1	-1	T39-9	从ppm 20至ppm 180 ppm	{'mods': ['IsApproximate', 'IsRange'], 'unit': 'ppm'}
S0016236113008041-3031	9	MeasuredProperty	-1	-1	T139-9	Cu	{'HasQuantity': 'T39-9'}
S0016236113008041-3031	9	MeasuredEntity	64	67	T129-9	吸附剂	{'HasProperty': 'T139-9'}
S0016236113008041-3031	9	Qualifier	-1	-1	T389-9	在存在RDF的情况下，五个周期内增加	{'Qualifies': 'T39-9'}
S0016236113008041-3031	10	Quantity	-1	-1	T610-10	从ppm 250到ppm 550	{'mods': ['IsApproximate', 'IsRange'], 'unit': 'ppm'}
S0016236113008041-3031	10	MeasuredProperty	128	130	T3910-10	Na	{'HasQuantity': 'T610-10'}
S0016236113008041-3031	10	MeasuredEntity	64	67	T4110-10	吸附剂	{'HasProperty': 'T3910-10'}
S0016236113008041-3031	10	Qualifier	162	164	T410-10	增加	{'Qualifies': 'T610-10'}
S0016236113008041-3031	10	Qualifier	-1	-1	T2510-10	莉亚霍尔煤炭	{'Qualifies': 'T4110-10'}
S0016236113008041-3031	11	Quantity	-1	-1	T511-11	从ppm 200到400 ppm	{'mods': ['IsApproximate', 'IsRange'], 'unit': 'ppm'}
S0016236113008041-3031	11	MeasuredProperty	128	130	T3911-11	Na	{'HasQuantity': 'T511-11'}
S0016236113008041-3031	11	MeasuredEntity	64	67	T4111-11	吸附剂	{'HasProperty': 'T3911-11'}
S0016236113008041-3031	11	Qualifier	162	164	T411-11	增加	{'Qualifies': 'T511-11'}
S0016236113008041-3031	11	Qualifier	192	195	T2611-11	RDF	{'Qualifies': 'T4111-11'}
S0016236113008041-3031	12	Quantity	178	179	T2812-12	两	{'mods': ['IsCount']}
S0016236113008041-3031	12	MeasuredEntity	189	191	T2912-12	燃料	{'HasQuantity': 'T2812-12'}
S0016236113008041-3031	13	Quantity	324	325	T3013-13	八	{'mods': ['IsCount']}
S0016236113008041-3031	13	MeasuredEntity	267	269	T3113-13	周期	{'HasQuantity': 'T3013-13'}
S0016236113008041-3031	14	Quantity	358	359	T4214-14	五	{'mods': ['IsCount']}
S0016236113008041-3031	14	MeasuredEntity	267	269	T4314-14	周期	{'HasQuantity': 'T4214-14'}
S0016236113008041-3031	15	Quantity	-1	-1	T715-15	从50 ppm到150 ppm	{'mods': ['IsApproximate', 'IsRange'], 'unit': 'ppm'}
S0016236113008041-3031	15	MeasuredProperty	155	157	T3315-15	Ti	{'HasQuantity': 'T715-15'}
S0016236113008041-3031	15	MeasuredEntity	64	67	T3215-15	吸附剂	{'HasProperty': 'T3315-15'}
S0016236113008041-3031	15	Qualifier	162	164	T2715-15	增加	{'Qualifies': 'T715-15'}
S0016236113008041-3031	15	Qualifier	-1	-1	T815-15	在存在RDF的情况下循环五个周期	{'Qualifies': 'T3215-15'}
