docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0021979713004438-1969	1	Quantity	-1	-1	T51-1	10 μM	{'unit': 'μM'}
S0021979713004438-1969	1	MeasuredEntity	15	20	T71-1	FeCl3	{'HasQuantity': 'T51-1'}
S0021979713004438-1969	2	Quantity	67	73	T82-2	pH 7-8	{'mods': ['IsRange'], 'unit': 'pH'}
S0021979713004438-1969	2	MeasuredEntity	8	10	T92-2	溶液	{'HasQuantity': 'T82-2'}
S0021979713004438-1969	3	Quantity	97	100	T13-3	10%	{'unit': '%'}
S0021979713004438-1969	3	MeasuredEntity	-1	-1	T123-3	NaOH	{'HasQuantity': 'T13-3'}
S0021979713004438-1969	4	Quantity	162	169	T44-4	3.91 nm	{'unit': 'nm'}
S0021979713004438-1969	4	MeasuredProperty	-1	-1	T134-4	Rq值	{'HasQuantity': 'T44-4'}
S0021979713004438-1969	5	Quantity	-1	-1	T25-5	500纳米x 500纳米	{'unit': 'nm'}
S0021979713004438-1969	5	MeasuredEntity	152	156	T35-5	扫描区域	{'HasQuantity': 'T25-5'}
