docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0016236113008041-3269	1	Quantity	-1	-1	T41-1	1000和2000 ppm	{'mods': ['IsList'], 'unit': 'ppm'}
S0016236113008041-3269	1	MeasuredProperty	10	12	T361-1	浓度	{'HasQuantity': 'T41-1'}
S0016236113008041-3269	1	MeasuredEntity	7	10	T221-1	SO2	{'HasProperty': 'T361-1'}
S0016236113008041-3269	2	Quantity	-1	-1	T32-2	0至1000 ppm	{'mods': ['IsRange'], 'unit': 'ppm'}
S0016236113008041-3269	2	MeasuredProperty	10	12	T362-2	浓度	{'HasQuantity': 'T32-2'}
S0016236113008041-3269	2	MeasuredEntity	7	10	T222-2	SO2	{'HasProperty': 'T362-2'}
S0016236113008041-3269	3	Quantity	-1	-1	T53-3	1000 ppm	{'unit': 'ppm'}
S0016236113008041-3269	3	MeasuredProperty	10	12	T363-3	浓度	{'HasQuantity': 'T53-3'}
S0016236113008041-3269	3	MeasuredEntity	7	10	T223-3	SO2	{'HasProperty': 'T363-3'}
S0016236113008041-3269	4	Quantity	-1	-1	T64-4	0和2000 ppm	{'mods': ['IsList'], 'unit': 'ppm'}
S0016236113008041-3269	4	MeasuredProperty	10	12	T364-4	浓度	{'HasQuantity': 'T64-4'}
S0016236113008041-3269	4	MeasuredEntity	7	10	T224-4	SO2	{'HasProperty': 'T364-4'}
S0016236113008041-3269	5	Quantity	-1	-1	T75-5	1000 ppm	{'unit': 'ppm'}
S0016236113008041-3269	5	MeasuredProperty	10	12	T365-5	浓度	{'HasQuantity': 'T75-5'}
S0016236113008041-3269	5	MeasuredEntity	7	10	T225-5	SO2	{'HasProperty': 'T365-5'}
S0016236113008041-3269	6	Quantity	-1	-1	T96-6	135ppm的	{'unit': 'ppm'}
S0016236113008041-3269	6	MeasuredProperty	10	12	T206-6	浓度	{'HasQuantity': 'T96-6'}
S0016236113008041-3269	6	MeasuredEntity	-1	-1	T316-6	Ti	{'HasProperty': 'T206-6'}
S0016236113008041-3269	6	Qualifier	-1	-1	T126-6	1000 ppm SO2	{'Qualifies': 'T316-6'}
S0016236113008041-3269	6	Qualifier	-1	-1	T326-6	对于单列	{'Qualifies': 'T96-6'}
S0016236113008041-3269	7	Quantity	-1	-1	T117-7	407 ppm	{'unit': 'ppm'}
S0016236113008041-3269	7	MeasuredProperty	10	12	T207-7	浓度	{'HasQuantity': 'T117-7'}
S0016236113008041-3269	7	MeasuredEntity	-1	-1	T317-7	Ti	{'HasProperty': 'T207-7'}
S0016236113008041-3269	7	Qualifier	-1	-1	T127-7	1000 ppm SO2	{'Qualifies': 'T317-7'}
S0016236113008041-3269	7	Qualifier	-1	-1	T337-7	用于循环测试	{'Qualifies': 'T117-7'}
S0016236113008041-3269	8	Quantity	-1	-1	T88-8	0和2000 ppm	{'mods': ['IsList'], 'unit': 'ppm'}
S0016236113008041-3269	8	MeasuredProperty	10	12	T368-8	浓度	{'HasQuantity': 'T88-8'}
S0016236113008041-3269	8	MeasuredEntity	7	10	T228-8	SO2	{'HasProperty': 'T368-8'}
S0016236113008041-3269	9	Quantity	-1	-1	T109-9	接近10 ppm	{'mods': ['IsApproximate'], 'unit': 'ppm'}
S0016236113008041-3269	9	MeasuredProperty	10	12	T209-9	浓度	{'HasQuantity': 'T109-9'}
S0016236113008041-3269	9	MeasuredEntity	-1	-1	T319-9	Ti	{'HasProperty': 'T209-9'}
S0016236113008041-3269	9	Qualifier	222	228	T399-9	在两个测试中	{'Qualifies': 'T109-9'}
S0016236113008041-3269	9	Qualifier	-1	-1	T389-9	0和2000 ppm SO2	{'Qualifies': 'T319-9'}
S0016236113008041-3269	10	Quantity	366	369	T1510-10	9.4	{'unit': 'ppm'}
S0016236113008041-3269	10	MeasuredProperty	10	12	T2110-10	浓度	{'HasQuantity': 'T1510-10'}
S0016236113008041-3269	10	MeasuredEntity	-1	-1	T4010-10	Zn	{'HasProperty': 'T2110-10'}
S0016236113008041-3269	10	Qualifier	-1	-1	T2310-10	SO2浓度0	{'Qualifies': 'T1510-10'}
S0016236113008041-3269	11	Quantity	372	376	T1611-11	14.1	{'unit': 'ppm'}
S0016236113008041-3269	11	MeasuredProperty	10	12	T2111-11	浓度	{'HasQuantity': 'T1611-11'}
S0016236113008041-3269	11	MeasuredEntity	-1	-1	T4011-11	Zn	{'HasProperty': 'T2111-11'}
S0016236113008041-3269	11	Qualifier	75	79	T2411-11	1000	{'Qualifies': 'T1611-11'}
S0016236113008041-3269	12	Quantity	-1	-1	T112-12	66.8 ppm	{'unit': 'ppm'}
S0016236113008041-3269	12	MeasuredProperty	10	12	T2112-12	浓度	{'HasQuantity': 'T112-12'}
S0016236113008041-3269	12	MeasuredEntity	-1	-1	T4012-12	Zn	{'HasProperty': 'T2112-12'}
S0016236113008041-3269	12	Qualifier	-1	-1	T2512-12	2000 ppm	{'Qualifies': 'T112-12'}
S0016236113008041-3269	13	Quantity	-1	-1	T1713-13	0、1000和2000 ppm	{'unit': 'ppm'}
S0016236113008041-3269	13	MeasuredProperty	10	12	T4313-13	浓度	{'HasQuantity': 'T1713-13'}
S0016236113008041-3269	13	MeasuredEntity	7	10	T4213-13	SO2	{'HasProperty': 'T4313-13'}
