docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0022459611006116-1160	1	Quantity	28	33	T21-1	99.9%	{'unit': '%'}
S0022459611006116-1160	1	MeasuredEntity	16	21	T11-1	无水硫酸镁	{'HasQuantity': 'T21-1'}
S0022459611006116-1160	2	Quantity	78	81	T32-2	1：3	
S0022459611006116-1160	2	MeasuredProperty	-1	-1	T52-2	比率	{'HasQuantity': 'T32-2'}
S0022459611006116-1160	2	MeasuredEntity	85	91	T62-2	化学计量摩尔	{'HasProperty': 'T52-2'}
S0022459611006116-1160	2	Qualifier	-1	-1	T72-2	镁3NF3	{'Qualifies': 'T52-2'}
S0022459611006116-1160	3	Quantity	82	85	T43-3	1：1	
S0022459611006116-1160	3	MeasuredProperty	-1	-1	T53-3	比率	{'HasQuantity': 'T43-3'}
S0022459611006116-1160	3	MeasuredEntity	85	91	T63-3	化学计量摩尔	{'HasProperty': 'T53-3'}
S0022459611006116-1160	3	Qualifier	106	110	T83-3	镁2NF	{'Qualifies': 'T53-3'}
